DR11	1.4523941511377523
DR12	1.3507791143355778
DR13	0.5953539060290859
DR14	0.5747457666428594
DR15	0.5270083228701788
DR16	0.6478595334518855
DR17	2.238401788316672
DR18	0.594562981404747
DR19	0.5344069012236415
DR20	0.5069769284358925
DR21	0.6476892910749602
DR22	0.7872161224001687
DR23	0.5697244219532884
DR24	0.2680140003651077
DR25	0.3313887533875017
DR26	0.5520294425085653
DR27	0.38666666666666666
DR28	1.0785560804833991
DR29	0.43827484523998184
DR30	1.3431186486730766
DR31	0.6822166387140532
